"연도","시도","시군구","농업용","생활용","산업용","유역","지점"
2022,"광주광역시","광주광역시",6054647,8567689,2000115,"영섬","광주"
2021,"광주광역시","광주광역시",6057980,9250441,2011065,"영섬","광주"
2020,"광주광역시","광주광역시",5984041,8814272,2236785,"영섬","광주"
2019,"광주광역시","광주광역시",5883817,9003711,2473287,"영섬","광주"
2022,"울산광역시","울산광역시",4064257,17739135,2068065,"낙동강","울산"
2021,"울산광역시","울산광역시",4064257,18133176,2155221,"낙동강","울산"
2020,"울산광역시","울산광역시",3810838,18145969,2149094,"낙동강","울산"
2019,"울산광역시","울산광역시",3421313,18271247,2112070,"낙동강","울산"
2022,"인천광역시","인천광역시",9465016,11015161,446658,"한강","인천"
2021,"인천광역시","인천광역시",9562985,13037499,482621,"한강","인천"
2020,"인천광역시","인천광역시",9004936,13764098,519291,"한강","인천"
2019,"인천광역시","인천광역시",8835359,13554527,487076,"한강","인천"
2022,"대전광역시","대전광역시",6899104,16421913,1259612,"금강","대전"
2022,"세종특별자치시","세종특별자치시",10284551,8047497,3455641,"금강","세종"
2021,"세종특별자치시","세종특별자치시",10318974,8446101,3455919,"금강","세종"
2020,"세종특별자치시","세종특별자치시",10005385,8426577,3450359,"금강","세종"
2019,"세종특별자치시","세종특별자치시",9593566,8452522,3485414,"금강","세종"
2019,"강원도","강릉시",5306626,6369946,1215774,"한강","강릉"
2019,"강원도","동해시",525630,3083166,2755495,"한강","동해"
2019,"강원도","영월군",1705104,7387606,241096,"한강","영월"
2019,"강원도","태백시",239987,408548,6750,"한강","태백"
2019,"경기도","가평군",3335637,6146795,141111,"한강","춘천"
2019,"경기도","고양시",13068970,10564579,277831,"한강","서울"
2019,"경기도","부천시",418398,1230136,234156,"한강","서울"
2019,"경기도","양주시",9028989,9861703,3056326,"한강","동두천"
2019,"경기도","여주시",14260327,15770802,3112194,"한강","이천"
2019,"경기도","이천시",13717681,13251267,1790286,"한강","이천"
2019,"경기도","파주시",7257762,23991428,2442656,"한강","파주"
2019,"경상남도","함안군",4735329,4965172,3287556,"낙동강","의령군"
2019,"경상남도","함양군",6255305,4251393,625818,"낙동강","함양군"
2019,"인천광역시","강화군",6222700,11155340,352639,"한강","강화"
2019,"전라남도","목포시",345758,679593,88812,"영섬","목포"
2019,"전라남도","장성군",6006568,3827359,919977,"영섬","광주"
2019,"전라북도","무주군",4696037,2035279,110035,"금강","금산"
2019,"충청남도","태안군",10815288,6860254,47088,"금강","서산"
2019,"충청남도","홍성군",10736367,6317725,648845,"금강","홍성"
2019,"충청북도","괴산군",5845121,2794016,157170,"한강","충주"
2019,"충청북도","영동군",16288481,7673400,1237432,"금강","추풍령"
2019,"충청북도","제천시",19076541,6617220,902586,"한강","제천"
2019,"충청북도","진천군",12798917,11765131,2819150,"한강","천안"
2020,"강원도","철원군",4130403,4393006,234739,"한강","철원"
2020,"강원도","태백시",259346,438167,25000,"한강","태백"
2020,"강원도","홍천군",2237278,1670788,191085,"한강","홍천"
2020,"강원도","화천군",5395803,2764546,154621,"한강","북춘천"
2020,"경기도","수원시",1376431,1757207,637272,"한강","수원"
2020,"경기도","안산시",2172070,1126904,150577,"한강","인천"
2020,"경기도","안성시",16847750,16817140,1344130,"한강","수원"
2020,"경기도","하남시",2919834,1608001,1607732,"한강","서울"
2020,"경상남도","밀양시",5160840,3903195,264203,"낙동강","밀양"
2020,"경상남도","산청군",16079953,5717706,525948,"낙동강","산청"
2020,"경상남도","통영시",1181927,1758922,49143,"낙동강","통영"
2020,"경상북도","군위군",5504204,4128973,969308,"낙동강","대구"
2020,"경상북도","칠곡군",3243194,5599046,2755830,"낙동강","대구"
2020,"경상북도","포항시",3720451,4189466,3486838,"낙동강","포항"
2020,"인천광역시","강화군",7215968,10805190,354015,"한강","강화"
2020,"전라북도","남원시",18573938,6285376,909948,"영섬","남원"
2020,"전라북도","임실군",7639376,2721409,595727,"영섬","임실"
2020,"충청남도","서천군",10892596,4589652,926636,"금강","부여"
2020,"충청북도","음성군",17696488,12433763,6353549,"한강","충주"
2021,"강원도","강릉시",5817222,6436658,1293578,"한강","강릉"
2021,"강원도","홍천군",2210473,1610098,190993,"한강","홍천"
2021,"경기도","수원시",1462416,1959954,593591,"한강","수원"
2021,"경기도","오산시",839830,956919,675252,"한강","수원"
2021,"경기도","의왕시",1359777,1472239,94839,"한강","서울"
2021,"경기도","평택시",5838358,8843113,4788030,"한강","수원"
2021,"경상남도","진주시",29066643,7643868,1490005,"낙동강","진주"
2021,"경상북도","김천시",23088795,12526067,1050496,"낙동강","구미"
2021,"경상북도","문경시",5508804,7992929,404092,"낙동강","문경"
2021,"경상북도","봉화군",6126030,1847985,371532,"낙동강","봉화"
2021,"경상북도","영주시",5893561,3313593,995406,"낙동강","영주"
2021,"전라남도","곡성군",14507278,8152809,2532657,"영섬","남원"
2021,"전라남도","담양군",65617421,6708897,1661234,"영섬","광주"
2021,"전라남도","무안군",17967176,2508147,73395,"영섬","목포"
2021,"전라남도","보성군",6858110,3408213,201721,"영섬","보성군"
2021,"대전광역시","대전광역시",7009265,16761231,1260062,"금강","대전"
2020,"대전광역시","대전광역시",6791211,17265171,1302688,"금강","대전"
2019,"대전광역시","대전광역시",6124528,17714163,1384529,"금강","대전"
2021,"전라남도","영광군",11936629,2701603,302925,"영섬","영광군"
2021,"전라북도","김제시",15289681,7088647,1969830,"금강","부안"
2021,"전라북도","정읍시",19125061,5478203,56221,"금강","정읍"
2021,"충청남도","계룡시",820918,747042,113906,"금강","대전"
2021,"충청남도","공주시",33135054,19206978,1089907,"금강","세종"
2021,"충청남도","논산시",26653320,9316445,817629,"금강","부여"
2021,"충청남도","부여군",9800963,6416420,288652,"금강","부여"
2021,"충청북도","음성군",19154072,13483928,6612449,"한강","충주"
2022,"강원도","삼척시",4662959,16135266,1029452,"한강","동해"
2022,"강원도","태백시",287612,428028,25000,"한강","태백"
2022,"강원도","횡성군",11531153,9799458,623242,"한강","홍천"
2022,"경기도","오산시",839830,889721,671602,"한강","수원"
2022,"경기도","파주시",7163371,23497223,2468129,"한강","파주"
2022,"경기도","포천시",5264100,9399345,1242124,"한강","동두천"
2022,"경상남도","거창군",13048962,4023364,804810,"낙동강","거창"
2022,"경상남도","의령군",14642457,5403051,1255729,"낙동강","의령군"
2022,"경상남도","함양군",6781275,4106030,609518,"낙동강","함양군"
2022,"경상북도","경주시",3220058,7853382,1461197,"낙동강","경주시"
2022,"경상북도","김천시",23088795,11904768,1050496,"낙동강","구미"
2022,"경상북도","봉화군",6126030,1837397,371532,"낙동강","봉화"
2022,"경상북도","안동시",15432466,6850806,1858821,"낙동강","안동"
2022,"경상북도","예천군",4779138,3663283,304648,"낙동강","영주"
2022,"경상북도","청도군",7322348,2990758,1029119,"낙동강","경주"
2022,"전라남도","무안군",17965562,2441485,73395,"영섬","목포"
2022,"전라남도","함평군",13948625,6166722,575351,"영섬","광주"
2022,"전라남도","해남군",24298572,6680398,551826,"영섬","해남"
2022,"전라남도","화순군",2189870,3752970,541998,"영섬","광주"
2022,"전라북도","부안군",7383171,2712552,487957,"금강","부안"
2022,"전라북도","완주군",14306810,10018511,1097685,"금강","전주"
2022,"충청북도","괴산군",6310935,2791282,168120,"한강","충주"
2022,"충청북도","단양군",1230373,1795266,1468518,"한강","제천"
2022,"충청북도","증평군",3384745,2907966,540246,"한강","청주"
2019,"강원도","정선군",1766648,1908858,42968,"한강","정선군"
2019,"경기도","광주시",2519271,9110346,235287,"한강","서울"
2019,"경기도","김포시",4380788,9660736,485111,"한강","서울"
2019,"경기도","남양주시",4902331,8840133,1233030,"한강","서울"
2019,"경기도","수원시",1214256,1759402,641651,"한강","수원"
2019,"경기도","양평군",25730249,19140238,250314,"한강","양평"
2019,"경기도","오산시",733562,936283,442037,"한강","수원"
2019,"경상북도","고령군",17019998,6828622,1758942,"낙동강","대구"
2019,"경상북도","구미시",2110892,3827693,2350018,"낙동강","구미"
2019,"경상북도","문경시",5125316,7876463,439782,"낙동강","문경"
2019,"경상북도","영덕군",2289607,4534532,738724,"낙동강","영덕"
2019,"경상북도","영양군",2526804,2680595,336065,"낙동강","청송"
2019,"전라남도","강진군",6317916,4946128,284148,"영섬","강진군"
2019,"전라남도","영암군",9635040,6508594,1118730,"영섬","목포"
2019,"전라북도","고창군",29933107,4582786,372526,"금강","고창군"
2019,"전라북도","군산시",1392072,2178324,825534,"금강","군산"
2019,"전라북도","김제시",14671430,7043224,1886687,"금강","부안"
2019,"전라북도","정읍시",18381678,5359714,25061,"금강","정읍"
2019,"충청남도","논산시",21122328,8375307,589377,"금강","부여"
2019,"충청남도","아산시",12664573,21170825,3037679,"금강","천안"
2020,"강원도","강릉시",5576019,6409225,1227864,"한강","강릉"
2020,"강원도","원주시",8060459,11028813,703257,"한강","원주"
2020,"경기도","고양시",13139449,10259794,242988,"한강","서울"
2020,"경기도","광주시",2557525,9181051,239029,"한강","서울"
2020,"경기도","김포시",4629968,9656450,540815,"한강","서울"
2020,"경기도","시흥시",1674980,692668,88703,"한강","인천"
2020,"경기도","양주시",9273810,9642883,2931589,"한강","동두천"
2020,"경기도","포천시",4550137,9748559,1212924,"한강","동두천"
2020,"경상남도","진주시",29048593,7630727,1490005,"낙동강","진주"
2020,"경상남도","하동군",4004852,5479118,189657,"낙동강","진주"
2020,"경상남도","함안군",4765878,4688507,2909051,"낙동강","의령군"
2020,"경상북도","고령군",17316716,6310874,1760412,"낙동강","대구"
2020,"경상북도","봉화군",5672767,1853586,371532,"낙동강","봉화"
2020,"경상북도","영양군",2477471,2627801,336065,"낙동강","청송"
2020,"전라남도","보성군",6589115,3389712,201721,"영섬","보성군"
2020,"전라북도","순창군",9823016,5392599,306850,"영섬","순창군"
2020,"충청남도","아산시",12238692,20117651,2942115,"금강","천안"
2020,"충청북도","보은군",10277331,5461212,202382,"금강","보은"
2020,"충청북도","진천군",12881843,11524288,2831777,"한강","천안"
2021,"강원도","속초시",700732,1022686,190913,"한강","속초"
2021,"강원도","양양군",1188112,796084,174755,"한강","속초"
2021,"경기도","광주시",2711317,9419972,239029,"한강","서울"
2021,"경기도","성남시",1527769,3880375,1000,"한강","서울"
2021,"경기도","안산시",2314932,1146712,150577,"한강","인천"
2021,"경기도","포천시",5264385,9976256,1242124,"한강","동두천"
2021,"경기도","화성시",5342122,13433569,3120154,"한강","인천"
2021,"경상남도","거창군",13134402,4212808,893430,"낙동강","거창"
2021,"경상남도","통영시",1233191,1762351,49143,"낙동강","통영"
2021,"경상북도","군위군",5157055,3883737,972410,"낙동강","대구"
2021,"경상북도","상주시",22268464,4365767,380760,"낙동강","상주"
2021,"경상북도","영천시",14056438,9165474,7457440,"낙동강","영천"
2021,"경상북도","칠곡군",3416437,5328151,2755830,"낙동강","대구"
2021,"전라남도","영암군",10412195,6556155,1129482,"영섬","목포"
2021,"전라남도","완도군",11630201,2250035,54431,"영섬","완도"
2021,"전라북도","순창군",10959577,5440038,306850,"영섬","순창군"
2021,"전라북도","진안군",9471014,5420897,221119,"금강","장수"
2021,"충청남도","금산군",11087675,5257076,1986262,"금강","금산"
2021,"충청북도","충주시",25684868,13893743,2227427,"한강","충주"
2022,"강원도","인제군",902077,1389165,79679,"한강","인제"
2022,"강원도","홍천군",2210427,1503623,190993,"한강","홍천"
2022,"경기도","구리시",668304,584138,5253,"한강","서울"
2022,"경기도","안산시",2285732,1140703,150577,"한강","인천"
2022,"경상남도","거제시",3193749,6247707,100838,"낙동강","거제"
2022,"경상북도","영주시",5891541,3207783,995406,"낙동강","영주"
2022,"인천광역시","강화군",13634225,12426031,350365,"한강","강화"
2022,"전라남도","목포시",310208,605534,186011,"영섬","목포"
2022,"전라남도","보성군",6858110,3332006,201721,"영섬","보성군"
2022,"전라남도","순천시",23890197,10847129,820463,"영섬","순천"
2022,"전라남도","신안군",1191997,858736,27690,"영섬","영광군"
2022,"전라북도","고창군",33241339,4749462,413626,"금강","고창군"
2022,"전라북도","김제시",15283207,6153446,1969830,"금강","부안"
2022,"충청남도","보령시",19816973,8024627,609710,"금강","보령"
2022,"충청남도","부여군",9799825,6399577,288152,"금강","부여"
2022,"충청북도","청주시",26275460,22348358,2547079,"금강","청주"
2019,"강원도","원주시",7641413,11045148,791687,"한강","원주"
2019,"강원도","춘천시",19004483,16676658,890200,"한강","춘천"
2019,"강원도","홍천군",2646094,3132803,278958,"한강","홍천"
2019,"경기도","안성시",16396985,16675051,1377884,"한강","수원"
2019,"경기도","포천시",3979253,9638187,1251641,"한강","동두천"
2019,"경상남도","김해시",5988163,15379327,1961563,"낙동강","김해시"
2019,"경상남도","남해군",4126740,5397496,39150,"낙동강","남해"
2019,"경상남도","진주시",30198116,7978302,1490136,"낙동강","진주"
2019,"경상북도","군위군",16540756,17069790,1108646,"낙동강","대구"
2019,"경상북도","영주시",5087301,3476720,1017746,"낙동강","영주"
2019,"전라남도","곡성군",14204146,8374232,2556085,"영섬","남원"
2019,"전라남도","영광군",10974256,2761275,180650,"영섬","영광군"
2019,"전라북도","임실군",7459346,2773772,595727,"영섬","임실"
2019,"충청북도","음성군",17114163,12303918,6281574,"한강","충주"
2019,"충청북도","청주시",24819422,22007300,2510499,"금강","청주"
2020,"강원도","고성군",4384101,3335132,152068,"한강","통영"
2020,"강원도","영월군",1933636,7426386,261391,"한강","영월"
2020,"경기도","용인시",5743878,23955850,619115,"한강","서울"
2020,"경기도","이천시",12313039,12065428,1754440,"한강","이천"
2020,"경상남도","거창군",12989810,4156929,895000,"낙동강","거창"
2020,"경상남도","김해시",6037172,14913127,1922164,"낙동강","김해시"
2020,"경상남도","의령군",14704020,5513293,1255729,"낙동강","의령군"
2020,"경상북도","김천시",22785403,12459597,1060891,"낙동강","구미"
2020,"경상북도","안동시",14992683,7169632,2046461,"낙동강","안동"
2020,"경상북도","청송군",3176452,1953540,83340,"낙동강","청송군"
2020,"전라남도","광양시",8559794,4330672,356056,"영섬","순천"
2020,"전라남도","목포시",342338,670322,88812,"영섬","목포"
2020,"전라남도","무안군",17918363,2508304,73395,"영섬","목포"
2020,"전라남도","완도군",11538295,2247118,43481,"영섬","완도"
2020,"전라남도","함평군",12068475,6167946,528651,"영섬","광주"
2020,"전라남도","해남군",24172518,6667439,552526,"영섬","해남"
2020,"전라북도","장수군",6081732,1483591,42149,"영섬","장수"
2020,"전라북도","정읍시",18813637,5371783,24521,"금강","정읍"
2020,"충청남도","당진시",12424552,16035153,2308801,"금강","서산"
2020,"충청남도","예산군",14067023,16123888,711693,"금강","홍성"
2021,"경기도","구리시",668304,598964,5628,"한강","서울"
2021,"경기도","하남시",2985815,1729911,1616857,"한강","서울"
2021,"경상남도","거제시",3193749,6715482,100838,"낙동강","거제"
2021,"경상남도","고성군",3735926,1565253,314554,"한강","통영"
2021,"경상남도","김해시",6125032,14639879,1944830,"낙동강","김해시"
2021,"경상남도","밀양시",5235459,3774722,264203,"낙동강","밀양"
2021,"경상남도","사천시",4235853,4726170,1058039,"낙동강","남해"
2021,"경상남도","함안군",4862365,4595994,2880113,"낙동강","의령군"
2021,"경상남도","함양군",6791635,4125686,616418,"낙동강","함양군"
2021,"경상북도","예천군",4800695,4727156,304648,"낙동강","영주"
2021,"전라남도","장성군",6822079,3900331,1126027,"영섬","광주"
2021,"전라남도","장흥군",13240434,2958095,248266,"영섬","장흥"
2021,"전라남도","해남군",24299912,6699754,551826,"영섬","해남"
2021,"충청남도","서천군",10921096,4581217,926636,"금강","부여"
2021,"충청남도","홍성군",11267493,6341141,648845,"금강","홍성"
2022,"강원도","강릉시",5816262,6355487,1293251,"한강","강릉"
2022,"강원도","춘천시",19542570,16293990,766150,"한강","춘천"
2022,"강원도","평창군",4793135,6938156,186893,"한강","대관령"
2022,"강원도","화천군",5612341,2010673,154621,"한강","북춘천"
2022,"경기도","동두천시",735318,954937,282892,"한강","동두천"
2022,"경기도","여주시",15309924,15057976,2358175,"한강","이천"
2022,"경기도","화성시",5328885,12998836,3117080,"한강","인천"
2022,"경상남도","김해시",6122696,14576585,1930895,"낙동강","김해시"
2022,"경기도","의정부시",864639,2052093,42973,"한강","서울"
2022,"경기도","평택시",5838073,7623077,4784763,"한강","수원"
2022,"경기도","하남시",2985815,1382950,1603207,"한강","서울"
2022,"경상남도","하동군",4189589,5492043,189657,"낙동강","진주"
2022,"경상북도","구미시",3212777,3201796,2168571,"낙동강","구미"
2022,"경상북도","문경시",5487054,7926582,396592,"낙동강","문경"
2022,"경상북도","영양군",3466659,2629751,336065,"낙동강","청송"
2022,"경상북도","의성군",9085289,8763264,1418741,"낙동강","의성"
2022,"전라남도","광양시",8612389,4274205,350906,"영섬","순천"
2022,"전라남도","여수시",3984012,5766078,609436,"영섬","여수"
2022,"전라북도","무주군",4866235,2016348,110035,"금강","금산"
2022,"전라북도","장수군",5556964,1449352,58127,"영섬","장수"
2022,"충청남도","공주시",33133431,18971957,1072907,"금강","세종"
2022,"충청남도","서천군",10921096,4573005,926636,"금강","부여"
2022,"충청북도","음성군",19076772,13248365,6504388,"한강","충주"
2019,"강원도","고성군",4314632,3327208,152068,"한강","통영"
2019,"강원도","양양군",1015557,783855,174755,"한강","속초"
2019,"강원도","인제군",819614,1440026,90154,"한강","인제"
2019,"경기도","과천시",808776,534339,0,"한강","서울"
2019,"경기도","용인시",5191452,24897285,640904,"한강","서울"
2019,"경기도","하남시",1981656,1616465,1605725,"한강","서울"
2019,"경상남도","산청군",15958044,5730818,525948,"낙동강","산청"
2019,"경상남도","창원시",6903417,18799998,1797729,"낙동강","창원"
2019,"경상북도","김천시",22304077,12546737,1053391,"낙동강","구미"
2019,"경상북도","성주군",18030298,8071584,2519433,"낙동강","대구"
2019,"경상북도","안동시",14491935,7187156,2001461,"낙동강","안동"
2019,"경상북도","의성군",8390900,8717157,1424029,"낙동강","의성"
2019,"전라남도","담양군",60479900,6656067,1672742,"영섬","광주"
2019,"전라남도","보성군",6425908,3382278,201721,"영섬","보성군"
2019,"전라남도","신안군",1302533,863132,34090,"영섬","영광군"
2019,"전라남도","장흥군",13127820,2959011,93066,"영섬","장흥"
2019,"전라북도","익산시",8959746,6925041,833250,"금강","군산"
2019,"전라북도","장수군",6185086,1667218,42149,"영섬","장수"
2019,"충청남도","보령시",19638980,8196636,631902,"금강","보령"
2019,"충청남도","청양군",5350309,5115274,280752,"금강","부여"
2020,"강원도","동해시",570853,3144712,2755495,"한강","동해"
2020,"강원도","양구군",4978814,1273000,35854,"한강","인제"
2020,"경상남도","고성군",3654673,1524385,292144,"한강","통영"
2020,"경상남도","남해군",4163412,5434687,39150,"낙동강","남해"
2020,"경상남도","함양군",6495927,4273961,629418,"낙동강","함양군"
2020,"경상북도","영주시",5719129,3365116,997206,"낙동강","영주"
2020,"경상북도","울진군",2187356,2887328,217157,"낙동강","울진"
2020,"전라남도","강진군",6455784,5173282,284148,"영섬","강진군"
2020,"전라남도","고흥군",9430031,5347643,1095615,"영섬","고흥"
2020,"전라북도","익산시",9147320,7010153,845102,"금강","군산"
2020,"충청남도","논산시",21312757,8379840,596610,"금강","부여"
2020,"충청북도","청주시",25841617,22391101,2509546,"금강","청주"
2021,"강원도","양구군",5053381,1285596,37524,"한강","인제"
2021,"강원도","춘천시",19545955,16468219,806300,"한강","춘천"
2021,"경기도","부천시",418654,1128360,209501,"한강","서울"
2021,"경기도","안양시",124728,1752612,351898,"한강","서울"
2021,"경기도","의정부시",864639,2193776,42973,"한강","서울"
2021,"경기도","이천시",12876826,11986077,1749688,"한강","이천"
2021,"경상북도","경산시",6277207,3792095,5232291,"낙동강","대구"
2021,"경상북도","영양군",3466659,2735601,336065,"낙동강","청송"
2021,"전라남도","광양시",8622189,4314471,356056,"영섬","순천"
2021,"충청북도","괴산군",6310935,2809551,168120,"한강","충주"
2022,"강원도","속초시",700732,921354,189999,"한강","속초"
2022,"강원도","철원군",4315692,1511702,237509,"한강","철원"
2022,"경기도","광주시",2711317,7957332,231967,"한강","서울"
2022,"경기도","수원시",1462416,1536172,578569,"한강","수원"
2022,"경기도","양평군",26627739,17870337,251334,"한강","양평"
2022,"경상남도","밀양시",5235459,3744998,264203,"낙동강","밀양"
2022,"경상남도","사천시",4233431,4455694,1058039,"낙동강","남해"
2022,"경상남도","양산시",3104256,7108584,1550291,"낙동강","양산시"
2022,"경상남도","합천군",17984196,4164479,621483,"낙동강","합천"
2022,"경상북도","상주시",22082221,4278015,380760,"낙동강","상주"
2022,"경상북도","영천시",14039141,8868748,7457440,"낙동강","영천"
2022,"경상북도","청송군",3188270,2073277,83340,"낙동강","청송군"
2022,"전라남도","구례군",3095487,2565998,41850,"영섬","남원"
2022,"전라남도","완도군",11600496,2248078,54431,"영섬","완도"
2022,"전라남도","장흥군",13105934,2924977,248266,"영섬","장흥"
2022,"전라북도","군산시",1578085,2101063,825534,"금강","군산"
2022,"충청남도","논산시",26653320,9224198,817629,"금강","부여"
2022,"충청남도","청양군",7899259,5452377,448825,"금강","부여"
2022,"충청남도","태안군",11211109,6804737,47088,"금강","서산"
2022,"충청북도","영동군",16683664,7700644,1220341,"금강","추풍령"
2022,"충청북도","제천시",20758605,6671745,843180,"한강","제천"
2022,"충청북도","진천군",12978780,11433722,2762052,"한강","천안"
